loss	cls_a	cls_b
0.0008521704	{'PLNS1---------1', 'AANS1----3A----'}	{'VsNS---XX-AP---'}
0.0008547449	{'PWNS1----------', 'PDFP1----------', 'PZNS1----------'}	{'PSHS1-S1-------', 'PSHS1-P1-------'}
0.0008637373	{'NNIP3-----A----'}	{'PSXP7FS3-------', 'P8XP7----------'}
0.0008649756	{'ClFS3----------', 'PDFS3----------'}	{'RV--3----------'}
0.0008693467	{'NNIXX-----A----'}	{'NNNP1-----A---2', 'Vi-S---2--A----', 'VB-S---2P-NA---'}
0.0008733460	{'P4FS6----------', 'AGFS6-----A----'}	{'NNIP6-----A----'}
0.0008734642	{'AAIS2----1N----', 'AAIS2----3A----'}	{'RV--2----------'}
0.0008737893	{'PDNS1----------'}	{'PSHP1-P2-------', 'PSHP1-P1-------'}
0.0008861399	{'AAMP2----1A----'}	{'AGMP2-----A----', 'AAMP2----1N----'}
0.0008930934	{'AGIS6-----A----', 'AUIS6M---------'}	{'NNFP6-----A----'}
0.0009161638	{'AAIS3----1A----'}	{'PPZS3--3-------', 'P6-X3----------', 'P8ZS3----------'}
0.0009225962	{'AGIS1-----A----', 'PSZS7FS3-------', 'CrMS7----------'}	{'VpYS---XR-AA--1'}
0.0009249348	{'AGIP2-----A----', 'AAIP2----1N----'}	{'Cn-S4----------'}
0.0009452525	{'AAFP4----3A----', 'PZNS4----------', 'AAFP4----1A----'}	{'PSXP4-P1-------', 'AAFP4----1N----'}
0.0009465920	{'AAIS4----2A----', 'AAIS4----1N----'}	{'RV--4----------'}
0.0009498272	{'VB-P---3F-NA---', 'VB-P---3P-NA--1'}	{'VB-P---3P-NA---'}
0.0009581033	{'NNFP1-----N----', 'NNMP6-----A----'}	{'NNNS6-----A----'}
0.0009736653	{'PZFP1----------', 'AGFP1-----A----'}	{'VsTP---XX-AP---'}
0.0009912549	{'AAXXX----1A---8', 'A2--------A----'}	{'AAXXX----1A----'}
0.0009924498	{'AGMP1-----A----', 'PSMP1-P1-------'}	{'VpMP---XR-AA---'}
0.0010085723	{'NNIS6-----A----'}	{'P9XP6----------', 'P4XP6----------'}
0.0010152467	{'AANS2----2A----', 'AGNS2-----A----', 'AANS2----1N----'}	{'NNMP3-----A----'}
0.0010156629	{'AANS4----1N----', 'CrNS4----------'}	{'NNMP4-----A----'}
0.0010277370	{'AAFS4----2A----', 'P8FS4----------', 'VsFS4--XX-AP---'}	{'PWFS4----------', 'ClFS4----------'}
0.0010333352	{'J,-------------'}	{'P4NS4----------', 'J,-S---1-------'}
0.0010374420	{'PPXP2--3-------', 'PPNS4--3-------'}	{'TT-------------'}
0.0010394155	{'CrFS2----------', 'ClFS2----------'}	{'NNMP2-----A----'}
0.0010410129	{'P4YP4----------', 'P4IS4----------'}	{'PJNS1----------', 'PE--1----------'}
0.0010586135	{'Vf--------A---1', 'Dg-------2A---2', 'VpQW---XR-NA--1'}	{'VpYS---XR-NA---'}
0.0010740651	{'AAFS6----2A----', 'PSFS6-P1-------'}	{'RV--6----------'}
0.0010886400	{'AGMP4-----A----', 'PZ--1----------', 'CdXS1----------'}	{'RR--4----------'}
0.0010907879	{'PSZS7-P1-------', 'PLZS7----------', 'P8ZS7----------'}	{'RV--7----------'}
0.0010929646	{'PWM-4----------', 'ACYS------A----', 'PH-S4--2-------'}	{'VB-S---3P-AA--1', 'PH-S4--1-------', 'PPZS7--3-------'}
0.0010940340	{'NNIP7-----A----'}	{'P5XP7--3-------', 'PP-P7--1-------'}
0.0010963292	{'AAIS7----1N----', 'PDXP7----------'}	{'NNFP7-----A----'}
0.0011164311	{'ClHP1----------', 'PWFP1----------', 'PDNP1----------'}	{'ClXP1----------', 'PZIP1----------', 'CrIP1----------'}
0.0011436820	{'NNFP4-----A----'}	{'PKM-4----------', 'PZ--4----------', 'NNNP4-----A---2'}
0.0011544653	{'NNMS6-----A----', 'PW--6----------', 'NNNSX-----A----'}	{'P9ZS2----------', 'NNNP3-----A----', 'P5ZS2--3------1'}
0.0011612081	{'Dg-------1A----'}	{'PKM-3----------', 'PLNS1----------'}
0.0011630633	{'PZYP4----------', 'AAIP4----1N----'}	{'NNIS4-----A----'}
0.0011632794	{'AGFP2-----A----', 'AAFP2----1N----'}	{'P4XP2----------', 'Cn-S1----------', 'P5FS2--3-------'}
0.0011762572	{'PJYS2----------', 'P1XXXZS3-------'}	{'PSYS1-S1-------', 'PSXXXZS3-------', 'PZYS1----------'}
0.0011764935	{'AANP4----1A----', 'P8NP4---------1'}	{'P8FP4---------1', 'PWFP4----------'}
0.0011864409	{'PZNP1----------', 'AGNP1-----A----', 'P4ZS7----------'}	{'VB-P---1P-AA---'}
0.0012183553	{'CrIS6----------', 'PWZS6----------'}	{'PSZS6FS3-------', 'PSZS6-P1-------'}
0.0012204525	{'ClFS7----------', 'PPYS1--3-------'}	{'Db-------------'}
0.0012416357	{'NNFPX-----A----', 'PJZS3----------', 'P1FSXFS3-------'}	{'NNFXX-----A----'}
0.0012429781	{'PSFS4-P1-------', 'CrFS4----------'}	{'NNFS3-----A----'}
0.0012616059	{'AGFS1-----A----', 'P4ZS2----------', 'P4FS2----------'}	{'PSFSXFS3-------', 'CrFS1----------'}
0.0012661395	{'AAIS1----2A----', 'AAIS1----1N----'}	{'VsYS---XX-AP---'}
0.0012902126	{'AAMP3----1A----', 'Cn-P3----------', 'PZ--3----------'}	{'AANS3----1A----', 'NNMP2-----A---1', 'ClZS3----------'}
0.0012946356	{'NNNP2-----A----'}	{'P9XP2----------', 'P5ZS2--3-------'}
0.0012967116	{'NNFS6-----A----'}	{'P5ZS6--3-------', 'P6-X6----------'}
0.0013074937	{'AGIS4-----A----', 'AGFP4-----A----', 'AAMP4----1A----'}	{'ClHP4----------', 'PZFP4----------'}
0.0013103892	{'PSXP2-P1-------', 'AAFP2----3A----'}	{'NNIP2-----A----'}
0.0013146901	{'NNIS7-----A----'}	{'P5ZS7--3-------', 'P6-X7----------', 'PZM-7----------'}
0.0013457532	{'ClIS4----------', 'AAIS4----3A----'}	{'Vf--------A----'}
0.0013478881	{'PLFP1----------', 'AAFP1----3A----'}	{'VpTP---XR-AA---'}
0.0013487507	{'AAIP1----3A----', 'PDIP1----------'}	{'VB-P---3P-AA---'}
0.0013555652	{'PLXP3----------', 'ClXP3----------'}	{'NNIS3-----A---1', 'RV--3---------1', 'NNIS3-----A----'}
0.0013602359	{'NNMXX-----A----', 'AAMS2----3A----', 'ClZS2----------'}	{'VB-S---3F-AA---'}
0.0013618124	{'NNNS4-----N----', 'CyFS4----------', 'AAMS4----1A----'}	{'P8MS4----------', 'PDMS4----------', 'NNMS4-----A----'}
0.0013717721	{'AAFS7----3A----', 'PDFS7----------'}	{'NNNS7-----A----'}
0.0013718519	{'AAFS6----1N----', 'ClFS6----------'}	{'NNNXX-----A----'}
0.0013830771	{'AAIP7----3A----', 'AANP7----1A----', 'AUFP1M---------'}	{'NNIP4-----A----'}
0.0013902132	{'AUIS2M---------', 'CrIS2----------'}	{'RR--2----------'}
0.0013942845	{'P7-X3----------'}	{'PPFS3--3-------', 'PP-P3--2-------'}
0.0013999636	{'NNMP1-----A----'}	{'PPMP1--3-------', 'PZMP1----------'}
0.0014191339	{'NNMS1-----A----'}	{'RR--1----------', 'NNMS5-----A----'}
0.0014567457	{'VB-S---3F-NA---', 'PZM-4----------', 'VB-P---2P-NA---'}	{'VB-S---3P-NA---'}
0.0014812291	{'CrNP6----------', 'AANP6----1A----'}	{'PSXP6-P1-------', 'PZXP6----------'}
0.0015182472	{'PZM-1----------', 'PLZS3----------', 'CyFS1----------'}	{'NNFP1-----A----'}
0.0015368420	{'NNNS4-----A----', 'PLNS4---------1', 'PZZS7----------'}	{'P6-X4----------', 'P5ZS4--3-------'}
0.0015399041	{'NNNS1-----A----'}	{'Vi-P---2--A----', 'Vi-P---1--A----'}
0.0015668029	{'PJZS7----------', 'P4XP3----------', 'P4FP4----------'}	{'P4MP1----------', 'P4NP1----------', 'P4ZS3----------'}
0.0015731024	{'PSFS2-P1-------', 'AGFS2-----A----'}	{'NNMS2-----A----'}
0.0015897999	{'AAFS4----1N----', 'PZFS4----------'}	{'P8FS7---------1', 'AGFS4-----A----'}
0.0016092840	{'AANS6----3A----', 'CrNS6----------'}	{'NNFS7-----A----'}
0.0016178145	{'AAMS6----1A----', 'NNMS6-----A---1'}	{'NNMS7-----A----'}
0.0016323292	{'AAFS3----1A----', 'CrFP4----------', 'PLNP4----------'}	{'AANP3----1A----', 'PDXP3----------'}
0.0016393098	{'AAFP7----1A----', 'AAFP7----1N----', 'AAFP7----2A----'}	{'AAMP7----1A----', 'PP-S7--1-------', 'P4XP7----------'}
0.0016610417	{'VpNS---XR-AA--1', 'AGNS1-----A----', 'AANS1----1A----'}	{'AANS1----2A----', 'AANS1----1N----'}
0.0016971545	{'AAFP1----2A----', 'AAFS1----2A----', 'ACTP------A----'}	{'NNIP1-----A----'}
0.0017075147	{'VB-P---1P-NA---', 'VB-S---1P-AA--1'}	{'VpYS---XR-AA---'}
0.0017202832	{'NNIS6-----A---1', 'P4ZS6----------', 'NNNS6-----A---1'}	{'P5XP6--3-------', 'P9FS6----------'}
0.0017460781	{'AAFS1----3A----', 'AUFS1M---------'}	{'VpQW---XR-AA---'}
0.0017504404	{'PSIS4-P1-------', 'CrIS4----------', 'AAIS4----1A----'}	{'PZIS4----------', 'P8IS4----------'}
0.0017857733	{'PPMP1--3-------', 'NNMP1-----A----', 'PZMP1----------'}	{'PP-P1--1-------', 'Vf--------N----'}
0.0018207307	{'CrNS1----------', 'AUNS1M---------'}	{'J^-------------'}
0.0018373354	{'NNNS1-----N----', 'CrFP1----------', 'PPXP4--3-------'}	{'P7-X4----------'}
0.0018519321	{'C=-------------'}	{'C?--4----------', 'RF-------------', 'Vi-P---2--N----'}
0.0015552499	{'C?--4----------', 'RF-------------', 'C=-------------', 'Vi-P---2--N----'}	{'CrFP6----------', 'PZFS6----------', 'P9ZS6----------'}
0.0006294469	{'AAMS1----2A----', 'Dg-------2A---1', 'AGMS1-----A----'}	{'C?--4----------', 'RF-------------', 'C=-------------', 'Vi-P---2--N----', 'PZFS6----------', 'P9ZS6----------', 'CrFP6----------'}
0.0018682725	{'Co-------------', 'Cv-------------', 'Vc-P---2-------'}	{'Vc-X---3-------'}
0.0018941544	{'ClYS1----------', 'ClZS7----------'}	{'PSYS1-P1-------', 'CrIS1----------'}
0.0018968745	{'ACQW------A----', 'PLNS4----------', 'ACNS------A----'}	{'PH-S4--1-------', 'ACYS------A----', 'PH-S4--2-------', 'PPZS7--3-------', 'PWM-4----------', 'VB-S---3P-AA--1'}
0.0019166183	{'Dg-------1A----', 'PKM-3----------', 'PLNS1----------'}	{'Dg-------1N----', 'Dg-------3A----'}
0.0019274100	{'VpNS---XR-AA---'}	{'VpTP---XR-NA---', 'VpTP---XR-AA--1'}
0.0019284001	{'AAFS2----1A----', 'AAFS2----3A----', 'AAFS2----2A----'}	{'AUFS2M---------', 'AAFS2----1N----'}
0.0019701420	{'AAFP3----1A----', 'P8XP3----------', 'PZXP3----------'}	{'AAIP3----3A----', 'AGIP3-----A----', 'AAIP3----1A----'}
0.0019887703	{'AANS4----2A----', 'PSNS4-P1-------', 'P8NS4---------1'}	{'RR--7----------'}
0.0019922401	{'AGIS7-----A----', 'CrIS7----------', 'VB-S---1P-NA---'}	{'VB-S---3P-AA---'}
0.0020128211	{'PWIP1----------', 'Vc-P---1-------', 'PLIP1----------'}	{'RR--3----------'}
0.0020353084	{'PKM-4----------', 'PZ--4----------', 'NNFP4-----A----', 'NNNP4-----A---2'}	{'PP-P4--2-------', 'NNNP4-----A----', 'PP-S4--1-------'}
0.0020387483	{'P8ZS2----------', 'PSZS2-P1-------'}	{'PZZS2----------', 'PSZS2-S1-------', 'PDZS2----------'}
0.0020645489	{'PSHP1-P2-------', 'PDNS1----------', 'PSHP1-P1-------'}	{'PPZS4--3------2', 'PPXP3--3-------'}
0.0020730685	{'AUIP2M---------', 'CrIP2----------', 'AAIP2----1A----'}	{'Ca--2----------', 'PZXP2----------'}
0.0021584514	{'AAMS7----1A----', 'PSZS7-S1-------', 'AAMS7----3A----'}	{'AGNS7-----A----', 'AANS7----1A----', 'AANS7----1N----'}
0.0021967733	{'NNNP1-----A---2', 'VB-S---2P-NA---', 'Vi-S---2--A----', 'NNIXX-----A----'}	{'NNMXX-----A---8', 'NNIXX-----A---8'}
0.0022359291	{'NNIS1-----A----'}	{'PWM-1----------', 'PLYS1----------'}
0.0021345353	{'PWM-1----------', 'NNIS1-----A----', 'PLYS1----------'}	{'PJXP2----------', 'PQ--1----------', 'Vi-P---1--N----'}
0.0022451998	{'AANS4----1A----', 'AGNS4-----A----', 'AANS4----3A----'}	{'PDFP4----------', 'PLFP4----------'}
0.0023128444	{'PP-S3--1-------', 'Dg-------1A---3', 'PP-P3--1-------'}	{'NNIP2-----A---1', 'NNFS1-----N----', 'NNFS1-----A----'}
0.0023434529	{'PPFS3--3-------', 'PP-P3--2-------', 'P7-X3----------'}	{'PPFS4--3-------', 'PHZS4--3-------'}
0.0023549487	{'AGNS6-----A----', 'PLZS6----------', 'P8ZS6----------'}	{'Z:-------------'}
0.0023922972	{'AANP1----1A----', 'CrNP1----------'}	{'PSHS1-S1-------', 'PSHS1-P1-------', 'PZNS1----------', 'PWNS1----------', 'PDFP1----------'}
0.0025022455	{'PSXP7FS3-------', 'NNIP3-----A----', 'P8XP7----------'}	{'NNNS3-----A----', 'P5FS3--3-------', 'P5XP3--3-------'}
0.0025100739	{'PKM-1----------', 'PJFS3----------', 'PQ--3----------'}	{'RR--6----------'}
0.0025990879	{'Db------------1', 'CrMS1----------', 'AAMS1----3A----'}	{'Vi-P---1--N----', 'PLYS1----------', 'PWM-1----------', 'PJXP2----------', 'NNIS1-----A----', 'PQ--1----------'}
0.0026144870	{'AAMP1----1A----', 'PSXP1FS3-------', 'AAMP1----2A----'}	{'PDMP1----------', 'PLMP1----------'}
0.0026279218	{'AAIP7----1A----', 'AAIP7----1N----', 'PZXP7----------'}	{'Cn-P7----------', 'ClXP7----------'}
0.0026473328	{'AAIP4----3A----', 'AGIP4-----A----', 'AAIP4----1A----'}	{'PLYP4----------', 'P8YP4---------1'}
0.0026657499	{'PPZS3--3-------', 'AAIS3----1A----', 'P6-X3----------', 'P8ZS3----------'}	{'NNMS3-----A---1', 'AAMS3----1A----'}
0.0026820239	{'AAIP6----1A----', 'CrIP6----------', 'AAIP6----3A----'}	{'PDXP6----------', 'P8XP6----------'}
0.0026900573	{'NNFS4-----N----', 'NNFS4-----A----', 'PDMP4----------'}	{'PP-P4--1-------', 'P5XP4--3-------'}
0.0027406066	{'AGFS1-----A----', 'P4ZS2----------', 'P4FS2----------', 'CrFS1----------', 'PSFSXFS3-------'}	{'VB-P---2P-AA---', 'VB-S---2P-AA---', 'VB-S---1P-NA--1'}
0.0027758933	{'AAFS7----1A----', 'AUFS7M---------', 'AAFS7----1N----'}	{'PLXP7----------', 'VeYS------A----', 'PP-S1--1-------'}
0.0028515364	{'AAMS2----1A----', 'AGMS2-----A----', 'AAMS2----1N----'}	{'PW--4----------', 'PW--1----------'}
0.0028580326	{'VsMP---XX-AP---', 'ClNS1----------', 'Dg-------3A---1'}	{'NNFP2-----A----', 'NNFP2-----A---1', 'NNFS7-----A---1'}
0.0028600720	{'P4NS1----------', 'P4FS1----------'}	{'PE--7----------', 'PJYS1----------', 'P4YS1----------'}
0.0029034200	{'AAFP6----1A----', 'AGFP6-----A----', 'PLXP6----------'}	{'CrFS6----------', 'AUFS6M---------'}
0.0029077231	{'NNIS6-----A----', 'P9XP6----------', 'P4XP6----------'}	{'P4ZS6----------', 'NNNS6-----A---1', 'P5XP6--3-------', 'NNIS6-----A---1', 'P9FS6----------'}
0.0029147240	{'AGIS1-----A----', 'VpYS---XR-AA--1', 'PSZS7FS3-------', 'CrMS7----------'}	{'Vi-P---2--A----', 'Vi-P---1--A----', 'NNNS1-----A----'}
0.0029291880	{'AAIS6----3A----', 'AAIS6----1N----', 'AAIS6----1A----'}	{'CrIS6----------', 'PSZS6FS3-------', 'PSZS6-P1-------', 'PWZS6----------'}
0.0029619062	{'AUFS4M---------', 'AAFS4----1A----', 'AAFS4----3A----'}	{'AAFS4----1N----', 'AGFS4-----A----', 'PZFS4----------', 'P8FS7---------1'}
0.0030050255	{'ClXS2----------', 'AAMP2----3A----', 'AAMP2----2A----'}	{'NNNS2-----A----', 'PLZS2----------', 'PSZS2FS3-------'}
0.0030152400	{'AAFP2----1A----', 'AAFP2----2A----', 'AUFP2M---------'}	{'PSXP2FS3-------', 'P8XP2----------', 'PLXP2----------'}
0.0030579136	{'NNNXX-----A---8', 'NNFXX-----A---8', 'J^------------8'}	{'Vf--------N----', 'PP-P1--1-------', 'PPMP1--3-------', 'NNMP1-----A----', 'PZMP1----------'}
0.0031350828	{'AAMP4----1A----', 'ClHP4----------', 'AGFP4-----A----', 'PZFP4----------', 'AGIS4-----A----'}	{'AANP4----1A----', 'P8FP4---------1', 'PWFP4----------', 'P8NP4---------1'}
0.0031827178	{'NNMS6-----A----', 'PW--6----------', 'P5ZS2--3------1', 'P9ZS2----------', 'NNNSX-----A----', 'NNNP3-----A----'}	{'P9XP2----------', 'P5ZS2--3-------', 'NNNP2-----A----'}
0.0031952089	{'NNNP7-----A----', 'PSFS7-P1-------', 'AGFS7-----A----'}	{'NNIS2-----A----', 'P6-X2----------', 'PP-S2--1-------'}
0.0032308320	{'VpNS---XR-AA---', 'VpTP---XR-NA---', 'VpTP---XR-AA--1'}	{'VpQW---XR-NA---', 'VpQW---XR-AA--1'}
0.0032552370	{'NNFS2-----A----', 'NNFS2-----N----', 'NNFS2-----A---1'}	{'P5XP2--3-------', 'P9FS2----------', 'PP-P2--1-------'}
0.0033198696	{'AUIS7M---------', 'AAIS7----1A----', 'AAIS7----3A----'}	{'Ca--4----------', 'Ca--1----------'}
0.0034219505	{'PWFS4----------', 'AAFS4----2A----', 'P8FS4----------', 'VsFS4--XX-AP---', 'ClFS4----------'}	{'AANP2----1A----', 'CrNP2----------', 'AGNP2-----A----'}
0.0034335575	{'AAIP1----2A----', 'ClYP1----------', 'AUIP1M---------'}	{'AGIS2-----A----', 'AAIS2----2A----', 'AAIS2----1A----'}
0.0035012009	{'J,-------------', 'J,-S---1-------', 'P4NS4----------'}	{'PE--1----------', 'PJNS1----------', 'P4YP4----------', 'P4IS4----------'}
0.0035301706	{'AAFS1----1A----', 'PLFS1----------', 'AAFS1----1N----'}	{'Dg-------1A---1', 'PDFS1----------', 'NNFS7-----N----', 'ClFS1----------'}
0.0036453276	{'AGIP1-----A----', 'AAIP1----1A----', 'AAIP1----1N----'}	{'ACMP------A----', 'VB-S---1F-NA---', 'VB-P---2F-AA---', 'VpNS---XR-NA---'}
0.0036712428	{'PPZS7--3-------', 'PH-S4--2-------', 'PWM-4----------', 'PH-S4--1-------', 'VB-S---3P-AA--1', 'ACNS------A----', 'ACQW------A----', 'ACYS------A----', 'PLNS4----------'}	{'PDNS1----------', 'PSHP1-P1-------', 'PSHP1-P2-------', 'PPZS4--3------2', 'PPXP3--3-------'}
0.0036928564	{'AAIS1----3A----', 'PWYS1----------', 'AAIS1----1A----'}	{'ClYS1----------', 'PSYS1-P1-------', 'ClZS7----------', 'CrIS1----------'}
0.0037854034	{'NNIPX-----A----', 'NNFSX-----A----'}	{'RR--1----------', 'NNMS1-----A----', 'NNMS5-----A----'}
0.0037885266	{'AAMP1----3A----', 'NNMP1-----A---1', 'AAMP1----1N----'}	{'AAMS1----1N----', 'AAMS1----1A----', 'AUMS1M---------'}
0.0038780679	{'AAIP2----3A----', 'PDXP2----------', 'AAIP2----2A----'}	{'AANS2----1A----', 'AUNS2M---------', 'CrNS2----------'}
0.0038946233	{'AAFP1----1A----', 'AAFP1----1N----'}	{'ClXP1----------', 'PZIP1----------', 'ClHP1----------', 'PDNP1----------', 'CrIP1----------', 'PWFP1----------'}
0.0039227438	{'PSXP6-P1-------', 'CrNP6----------', 'PZXP6----------', 'AANP6----1A----'}	{'ClXP6----------', 'Cn-P6----------'}
0.0040353162	{'Cn-S1----------', 'AGFP2-----A----', 'P4XP2----------', 'P5FS2--3-------', 'AAFP2----1N----'}	{'AAMP2----1A----', 'AGMP2-----A----', 'AAMP2----1N----'}
0.0041118686	{'ACMP------A----', 'VB-S---1F-NA---', 'AAIP1----1A----', 'VpNS---XR-NA---', 'AGIP1-----A----', 'VB-P---2F-AA---', 'AAIP1----1N----'}	{'P1ZS1FS3-------', 'P1XXXXP3-------', 'PSXXXXP3-------', 'PE--4----------'}
0.0034744347	{'P1ZS1FS3-------', 'VB-S---1F-NA---', 'PE--4----------', 'VpNS---XR-NA---', 'P1XXXXP3-------', 'PSXXXXP3-------', 'AAIP1----1N----', 'ACMP------A----', 'AAIP1----1A----', 'AGIP1-----A----', 'VB-P---2F-AA---'}	{'PDIS4----------', 'PDIP4----------', 'PWYP4----------'}
0.0041567317	{'Dg-------1N----', 'Dg-------1A----', 'Dg-------3A----', 'PKM-3----------', 'PLNS1----------'}	{'PHZS3--3-------', 'PH-S3--1-------'}
0.0041890753	{'PSXP4-P1-------', 'AAFP4----1A----', 'AAFP4----3A----', 'PZNS4----------', 'AAFP4----1N----'}	{'ClYP4----------', 'ClXP4----------'}
0.0042754687	{'P1ZS1FS3-------', 'VB-S---1F-NA---', 'PDIP4----------', 'PE--4----------', 'VpNS---XR-NA---', 'P1XXXXP3-------', 'PWYP4----------', 'PSXXXXP3-------', 'AAIP1----1N----', 'ACMP------A----', 'AAIP1----1A----', 'PDIS4----------', 'AGIP1-----A----', 'VB-P---2F-AA---'}	{'VpMP---XR-AA--1', 'VpMP---XR-NA---'}
0.0044216131	{'RV--4----------', 'AAIS4----2A----', 'AAIS4----1N----'}	{'AAIS7----1A----', 'Ca--1----------', 'AUIS7M---------', 'AAIS7----3A----', 'Ca--4----------'}
0.0044307688	{'Dg-------2A----', 'AAMS4----2A----', 'ClMS4----------'}	{'NNNS4-----A----', 'PZZS7----------', 'P6-X4----------', 'PLNS4---------1', 'P5ZS4--3-------'}
0.0045556005	{'AUFS7M---------', 'AAFS7----1N----', 'PP-S1--1-------', 'PLXP7----------', 'AAFS7----1A----', 'VeYS------A----'}	{'VB-P---3P-AA--1', 'VB-P---1F-AA---', 'VB-S---1F-AA---'}
0.0046376642	{'P5XP7--3-------', 'NNIP7-----A----', 'PP-P7--1-------'}	{'P9ZS7----------', 'PDZS7----------', 'P4FS7----------'}
0.0047222520	{'AAMS2----1A----', 'AGMS2-----A----', 'PW--1----------', 'AAMS2----1N----', 'PW--4----------'}	{'AGFS1-----A----', 'P4ZS2----------', 'P4FS2----------', 'VB-S---2P-AA---', 'CrFS1----------', 'VB-P---2P-AA---', 'PSFSXFS3-------', 'VB-S---1P-NA--1'}
0.0047764808	{'VpYS---XR-NA--1', 'NNMS3-----A----', 'NNIS2-----A---1', 'AAIS1----1A---6'}	{'NNIS7-----A----', 'P5ZS7--3-------', 'P6-X7----------', 'PZM-7----------'}
0.0049459595	{'Vf--------A---1', 'VpYS---XR-NA---', 'Dg-------2A---2', 'VpQW---XR-NA--1'}	{'NNFS4-----N----', 'PDMP4----------', 'PP-P4--1-------', 'P5XP4--3-------', 'NNFS4-----A----'}
0.0049585357	{'AAXXX----1A---8', 'A2--------A----', 'AAXXX----1A----'}	{'Db------------8', 'C}-------------'}
0.0050371225	{'P1ZS1FS3-------', 'VB-S---1F-NA---', 'PDIP4----------', 'PE--4----------', 'VpNS---XR-NA---', 'P1XXXXP3-------', 'PWYP4----------', 'VpMP---XR-AA--1', 'VpMP---XR-NA---', 'PSXXXXP3-------', 'AAIP1----1N----', 'ACMP------A----', 'AAIP1----1A----', 'PDIS4----------', 'AGIP1-----A----', 'VB-P---2F-AA---'}	{'PSHS1-S1-------', 'PZNS1----------', 'CrNP1----------', 'PDFP1----------', 'PWNS1----------', 'AANP1----1A----', 'PSHS1-P1-------'}
0.0050831288	{'AAFS7----1N----', 'PLXP7----------', 'VB-P---3P-AA--1', 'AUFS7M---------', 'VB-S---1F-AA---', 'PP-S1--1-------', 'AAFS7----1A----', 'VB-P---1F-AA---', 'VeYS------A----'}	{'VB-P---3F-NA---', 'VB-P---3P-NA--1', 'VB-P---3P-NA---'}
0.0052350763	{'AAFS3----1A----', 'PDXP3----------', 'PLNP4----------', 'AANP3----1A----', 'CrFP4----------'}	{'PPZS3--3-------', 'NNMS3-----A---1', 'AAIS3----1A----', 'AAMS3----1A----', 'P6-X3----------', 'P8ZS3----------'}
0.0052780043	{'AANS4----1A----', 'PLFP4----------', 'PDFP4----------', 'AGNS4-----A----', 'AANS4----3A----'}	{'AUIS1M---------', 'PSZS1FS3-------', 'PDYS1----------'}
0.0054933265	{'AAIP2----1A----', 'PZXP2----------', 'AUIP2M---------', 'Ca--2----------', 'CrIP2----------'}	{'Cn-P2----------', 'ClXP2----------', 'PQ--2----------', 'PP-P2--2-------'}
0.0055600494	{'AAMS2----1A----', 'AGMS2-----A----', 'CrFS1----------', 'PW--4----------', 'PSFSXFS3-------', 'AGFS1-----A----', 'P4ZS2----------', 'P4FS2----------', 'PW--1----------', 'VB-S---2P-AA---', 'AAMS2----1N----', 'VB-P---2P-AA---', 'VB-S---1P-NA--1'}	{'P8FS4---------1', 'PDFS4----------'}
0.0055796035	{'J^------------1', 'PQ--7----------', 'VB-P---3F-AA---'}	{'Vc-S---1-------', 'VB-S---1P-AA---'}
0.0056377028	{'NNMP3-----A----', 'AANS2----2A----', 'AGNS2-----A----', 'AANS2----1N----'}	{'AANS6----1A----', 'ClZS6----------', 'AUNS6M---------'}
0.0056582998	{'P4FP1----------', 'P4IP1----------'}	{'P4MS4----------', 'P4FS4----------', 'PQ--4----------'}
0.0057165967	{'AAFS2----1A----', 'AUFS2M---------', 'AAFS2----1N----', 'AAFS2----3A----', 'AAFS2----2A----'}	{'P8FS2---------1', 'PDFS2----------'}
0.0059348343	{'PZFP1----------', 'VsTP---XX-AP---', 'AGFP1-----A----'}	{'VpNS---XR-AA---', 'VpTP---XR-AA--1', 'VpQW---XR-AA--1', 'VpTP---XR-NA---', 'VpQW---XR-NA---'}
0.0061078978	{'VpNS---XR-AA--1', 'AANS1----1N----', 'AGNS1-----A----', 'AANS1----2A----', 'AANS1----1A----'}	{'PLNS1---------1', 'VsNS---XX-AP---', 'AANS1----3A----'}
0.0061803995	{'P8FS6---------1', 'AAFS6----1A----'}	{'PDFS6----------', 'AAFS6----3A----'}
0.0062458456	{'NNFS6-----A----', 'P5ZS6--3-------', 'P6-X6----------'}	{'PZFS1----------', 'PWFS1----------', 'VsQW---XX-AP---'}
0.0031977942	{'NNFS6-----A----', 'PZFS1----------', 'P6-X6----------', 'PWFS1----------', 'P5ZS6--3-------', 'VsQW---XX-AP---'}	{'PDZS3----------', 'P5ZS3--3-------'}
0.0034345871	{'PDZS3----------', 'NNFS6-----A----', 'PZFS1----------', 'P6-X6----------', 'P5ZS3--3-------', 'PWFS1----------', 'P5ZS6--3-------', 'VsQW---XX-AP---'}	{'XX-------------', 'RR--X----------', 'NNIS5-----A----'}
-0.0010157121	{'P5ZS3--3-------', 'XX-------------', 'RR--X----------', 'NNIS5-----A----', 'P5ZS6--3-------', 'PDZS3----------', 'NNFS6-----A----', 'PZFS1----------', 'P6-X6----------', 'PWFS1----------', 'VsQW---XX-AP---'}	{'PSXXXZS3-------', 'PZYS1----------', 'P1XXXZS3-------', 'PSYS1-S1-------', 'PJYS2----------'}
